SMILES_1,SMILES_2,Temperatures (K)
CO,O,"[298.1344, 298.1444, 308.1416, 308.9317, 310.2312, 311.2308, 312.7302, 313.03, 313.0401, 314.0297, 314.13, 316.24, 316.429, 318.0, 318.1386, 318.26, 319.47, 320.4278, 320.5278, 320.75, 322.1273, 322.68, 322.8871, 323.1371, 323.15, 324.29, 324.4266, 325.1264, 325.3, 326.326, 326.4, 328.06, 328.1255, 328.1356, 328.15, 328.2, 329.1252, 330.31, 330.8247, 330.9247, 331.8244, 331.9, 332.21, 332.3242, 332.5642, 332.7241, 332.8241, 333.1344, 333.15, 333.76, 335.124, 335.15, 336.224, 336.324, 336.93, 337.774, 337.78, 337.804, 337.8334, 337.854, 337.92, 337.924, 337.93, 338.01, 338.024, 338.0834, 338.124, 338.1334, 338.224, 338.28, 338.354, 338.4433, 338.45, 338.46, 338.504, 338.5333, 338.55, 338.61, 338.724, 338.7832, 338.834, 338.854, 338.9, 339.104, 339.114, 339.124, 339.1332, 339.2, 339.224, 339.2332, 339.2731, 339.2831, 339.29, 339.3231, 339.354, 339.4331, 339.454, 339.524, 339.624, 339.6331, 339.66, 339.7331, 339.744, 339.933, 339.983, 340.014, 340.024, 340.033, 340.103, 340.224, 340.294, 340.31, 340.3329, 340.424, 340.4329, 340.524, 340.624, 340.6328, 340.694, 340.7, 340.724, 340.89, 340.924, 340.9327, 340.9627, 341.0127, 341.124, 341.13, 341.1327, 341.194, 341.26, 341.27, 341.32, 341.354, 341.424, 341.444, 341.4626, 341.5825, 341.6, 341.72, 341.7325, 341.8224, 341.824, 342.124, 342.1823, 342.2323, 342.274, 342.41, 342.424, 342.4323, 342.474, 342.52, 342.524, 342.55, 342.64, 342.7122, 342.7322, 342.8122, 342.88, 342.9321, 342.9821, 343.084, 343.11, 343.124, 343.1321, 343.242, 343.332, 343.432, 343.5819, 343.624, 343.67, 343.6819, 343.69, 343.7239, 343.7739, 343.83, 344.0239, 344.3, 344.3239, 344.3317, 344.3417, 344.4217, 344.4239, 344.4317, 344.4916, 344.5316, 344.5339, 344.58, 344.5816, 344.65, 344.7, 344.9238, 344.9315, 344.9815, 345.0738, 345.0815, 345.1315, 345.2, 345.3314, 345.3938, 345.4814, 345.5238, 345.5838, 345.59, 345.6113, 345.6813, 345.7237, 345.8237, 345.9312, 346.0237, 346.11, 346.1237, 346.1737, 346.2237, 346.2311, 346.2537, 346.2911, 346.3311, 346.3337, 346.3511, 346.38, 346.5, 346.5237, 346.6, 346.781, 346.9236, 347.0809, 347.09, 347.1309, 347.2, 347.2308, 347.3208, 347.3436, 347.3836, 347.47, 347.5, 347.5307, 347.6236, 347.7035, 347.8235, 347.9235, 348.07, 348.2305, 348.3305, 348.4235, 348.4305, 348.4635, 348.4904, 348.5235, 348.5304, 348.75, 348.7634, 348.95, 349.0234, 349.1234, 349.1303, 349.3234, 349.3634, 349.54, 349.6, 349.6433, 349.6901, 349.8233, 349.9233, 349.98, 350.12, 350.1233, 350.2299, 350.3233, 350.5233, 350.58, 350.5933, 350.77, 350.86, 350.9097, 350.9232, 350.9797, 351.0297, 351.08, 351.1232, 351.1297, 351.2632, 351.2932, 351.6295, 351.74, 351.8, 351.8231, 352.1231, 352.1294, 352.1831, 352.2793, 352.3231, 352.45, 352.4831, 352.5731, 352.6092, 352.6231, 352.9791, 353.1291, 353.1391, 353.15, 353.223, 353.323, 353.373, 353.429, 353.5289, 353.673, 353.8888, 353.923, 354.063, 354.19, 354.3287, 354.51, 354.6086, 354.6286, 354.6786, 354.723, 354.823, 354.8285, 354.9285, 355.073, 355.1684, 355.223, 355.3, 355.423, 355.4284, 355.493, 355.6, 355.9782, 356.023, 356.323, 356.4281, 356.463, 356.503, 356.57, 356.943, 357.023, 357.123, 357.1379, 357.3978, 357.4278, 357.453, 357.523, 357.5277, 357.76, 357.8776, 358.06, 358.123, 358.1276, 358.223, 358.2375, 358.323, 358.38, 358.493, 358.8773, 359.343, 359.423, 359.4272, 359.5771, 359.6271, 359.723, 360.053, 360.15, 360.203, 360.5269, 360.53, 360.5769, 360.623, 360.6269, 360.6569, 360.733, 360.8068, 360.823, 360.8268, 361.223, 361.423, 361.5, 361.623, 361.693, 361.923, 362.023, 362.1266, 362.233, 362.423, 362.4565, 362.72, 363.023, 363.123, 363.1264, 363.2763, 363.4063, 363.423, 363.4763, 363.483, 363.96, 364.3231, 364.6232, 364.8132, 364.9232, 365.2, 365.3232, 365.3259, 365.3632, 365.4232, 365.5159, 365.6233, 365.6259, 365.8233, 366.0233, 366.0933, 366.6234, 366.8834, 366.9256, 367.0234, 367.1234, 367.2256, 367.2534, 367.3234, 367.85, 367.9735, 368.0754, 368.1, 368.1254, 368.1835, 368.2254, 368.4735, 368.5253, 368.6436, 368.7752, 368.9436, 369.3236, 369.5236, 369.5436, 369.56, 369.6237, 369.7, 369.975, 370.0437, 370.045, 370.18, 370.4737, 370.5637, 370.9238, 370.94, 371.0, 371.9, 372.02, 372.3739, 372.3745, 372.5339, 372.5439, 372.61, 372.8, 373.0744, 373.124, 373.1244, 373.15, 381.3256, 382.5259, 385.4262, 386.3263, 387.3264, 388.15, 388.2265, 388.3265, 390.8268, 391.4268, 392.0269, 392.627, 392.827, 396.328, 396.6281, 400.7293, 403.15, 406.0306, 407.3308, 408.4311, 410.7315, 413.132, 416.8327, 421.0336, 422.1338, 425.1348, 427.6358, 432.4377, 437.6394, 444.6416, 508.166]"
CCO,CCCCCCC,"[303.134, 309.4315, 309.7314, 310.1312, 310.4311, 310.631, 311.1308, 311.6306, 312.1304, 313.1401, 314.1297, 317.1288, 327.6257, 327.8756, 327.9256, 328.1255, 328.6254, 328.8753, 329.1252, 329.3751, 329.5251, 329.875, 330.3748, 331.1246, 331.81, 331.82, 331.83, 331.84, 331.85, 331.89, 331.9, 332.0, 332.03, 332.18, 332.37, 332.48, 332.81, 333.08, 333.1344, 333.2, 333.63, 334.2, 335.07, 335.14, 335.48, 335.96, 336.224, 336.324, 336.34, 336.77, 337.03, 337.19, 337.58, 338.1, 338.25, 338.5, 338.95, 339.72, 343.152, 344.3439, 344.35, 344.3739, 344.39, 344.4039, 344.42, 344.43, 344.45, 344.47, 344.49, 344.53, 344.54, 344.6, 344.6139, 344.63, 344.66, 344.68, 344.6938, 344.71, 344.78, 344.79, 344.92, 344.9638, 345.13, 345.17, 345.34, 345.43, 345.7437, 345.7737, 345.87, 346.25, 346.37, 346.5, 347.03, 347.4336, 347.67, 347.74, 348.1335, 348.17, 348.2, 348.65, 348.81, 348.9034, 349.03, 349.15, 349.36, 349.4234, 349.97, 350.35, 350.45, 350.7, 350.85, 350.87, 351.05, 351.55, 351.9331, 352.25, 352.74, 353.35, 353.36, 353.37, 353.39, 353.42, 353.43, 353.45, 353.51, 353.54, 353.63, 353.71, 353.82, 353.95, 354.08, 354.22, 354.3, 354.35, 354.48, 354.63, 355.08, 355.81, 355.9, 356.35, 356.5, 357.4, 357.97, 358.05, 358.163, 358.35, 358.47, 358.49, 359.12, 359.34, 359.67, 360.35, 362.75, 364.35, 364.85, 365.1932, 365.72, 366.15, 366.55, 368.95, 369.35, 370.35, 375.65, 379.45, 483.15, 508.15]"
CCO,CCCCCCCC,"[318.1386, 328.1356, 337.39, 337.42, 337.45, 337.47, 337.53, 337.57, 337.58, 337.65, 337.74, 337.83, 337.92, 337.97, 338.04, 338.1334, 338.17, 338.35, 338.39, 338.62, 339.65, 340.67, 342.15, 343.15, 343.72, 344.59, 346.09, 348.1306, 348.28, 349.65, 349.7, 349.71, 349.72, 349.75, 349.76, 349.773, 349.79, 349.792, 349.811, 349.869, 349.88, 349.89, 349.918, 349.97, 349.981, 350.002, 350.06, 350.14, 350.16, 350.194, 350.233, 350.31, 350.33, 350.452, 350.47, 350.48, 350.54, 350.58, 350.73, 350.74, 350.753, 350.89, 351.11, 351.3, 351.424, 351.537, 352.15, 352.222, 352.433, 352.75, 353.99, 354.05, 355.36, 355.599, 357.49, 358.54, 358.56, 358.57, 358.63, 358.64, 358.7, 358.74, 358.85, 358.87, 358.95, 359.01, 359.02, 359.28, 359.3, 359.31, 359.34, 359.43, 359.48, 359.63, 359.69, 360.0, 360.85, 361.07, 361.76, 362.82, 362.95, 363.95, 365.6, 367.58, 369.35, 369.75, 369.96, 374.77, 374.85, 378.25, 378.95, 380.25, 383.05, 383.07, 387.65, 391.15, 391.86, 395.86, 400.15, 404.8]"
CCO,CC(C)CC(C)(C)C,"[298.136, 313.1401, 323.127, 333.15, 344.424, 344.431, 344.435, 344.44, 344.47, 344.48, 344.52, 344.528, 344.53, 344.544, 344.57, 344.58, 344.585, 344.6, 344.61, 344.62, 344.63, 344.692, 344.71, 344.74, 344.79, 344.82, 344.85, 344.9, 344.94, 344.942, 344.95, 344.978, 345.0, 345.05, 345.22, 345.32, 345.33, 345.34, 345.5, 345.557, 345.65, 345.7, 345.84, 346.02, 346.081, 346.16, 346.22, 346.35, 346.48, 346.51, 346.708, 346.75, 346.764, 346.8, 347.343, 347.42, 347.55, 347.65, 348.35, 348.541, 348.56, 348.57, 349.19, 353.82, 353.92, 361.27, 362.55]"
CCO,C1CCCCC1,"[283.144, 293.138, 298.136, 298.1444, 303.134, 314.56, 314.57, 314.5796, 314.5996, 314.61, 314.63, 314.68, 314.7, 314.71, 314.7295, 314.75, 314.78, 314.8, 314.81, 314.82, 314.86, 314.98, 315.15, 315.2294, 315.33, 315.51, 315.56, 315.84, 315.97, 316.3, 316.88, 317.4, 317.4487, 317.58, 317.75, 318.23, 318.47, 318.5, 318.71, 319.78, 320.81, 320.89, 322.41, 323.06, 323.127, 323.1371, 323.15, 324.36, 324.83, 326.01, 327.21, 327.41, 328.52, 328.53, 328.6, 328.66, 328.67, 329.04, 329.39, 329.7, 330.31, 330.67, 331.87, 332.49, 335.05, 337.28, 337.37, 337.42, 337.43, 337.46, 337.57, 337.7, 337.8334, 337.8834, 337.894, 337.904, 337.9334, 337.934, 337.964, 337.974, 337.9834, 337.994, 338.004, 338.0134, 338.0234, 338.0434, 338.054, 338.06, 338.0634, 338.0734, 338.08, 338.0834, 338.0934, 338.114, 338.1334, 338.134, 338.1834, 338.2334, 338.244, 338.25, 338.3333, 338.354, 338.37, 338.374, 338.3833, 338.5033, 338.55, 338.6833, 338.684, 338.714, 338.7333, 338.78, 338.8832, 338.9832, 338.99, 339.0132, 339.024, 339.054, 339.06, 339.154, 339.204, 339.2831, 339.4831, 339.494, 339.524, 339.763, 339.783, 340.024, 340.04, 340.064, 340.08, 340.3829, 340.384, 340.46, 340.8827, 341.104, 341.124, 341.3326, 341.46, 341.6325, 341.8824, 341.984, 342.1324, 342.204, 342.31, 342.564, 342.6322, 342.82, 343.1321, 343.232, 343.234, 343.56, 344.0018, 344.26, 344.4817, 344.5439, 345.0315, 345.1315, 345.48, 345.6038, 346.0312, 347.1136, 347.42, 347.9506, 348.47, 348.56, 348.6304, 348.82, 348.8803, 349.21, 349.23, 349.44, 349.4802, 349.51, 350.02, 350.2799, 350.5, 350.54, 350.75, 352.24, 354.19, 355.17]"
CCO,CC1CCCCC1,"[308.132, 328.1255, 345.3, 345.32, 345.35, 345.36, 345.4, 345.46, 345.59, 345.66, 345.68, 345.82, 346.03, 346.12, 346.64, 346.92, 346.93, 347.79, 348.35, 349.67, 349.75, 354.69, 360.02, 368.84]"
CCO,c1ccccc1,"[293.138, 298.1444, 303.15, 305.633, 305.733, 305.9329, 306.0328, 306.4327, 306.7326, 307.1324, 308.6318, 312.4303, 313.13, 313.15, 317.3287, 317.4187, 317.7386, 317.9886, 318.1285, 318.6583, 321.3975, 323.127, 324.3266, 324.4266, 324.7265, 325.3263, 325.9262, 327.2258, 328.1356, 328.15, 329.4251, 333.124, 333.15, 338.374, 338.524, 338.574, 338.974, 339.224, 339.274, 339.324, 339.374, 339.424, 339.574, 339.824, 339.924, 340.024, 340.324, 340.524, 340.774, 340.7828, 340.794, 340.92, 340.97, 341.024, 341.074, 341.104, 341.124, 341.15, 341.1826, 341.19, 341.224, 341.2326, 341.26, 341.274, 341.324, 341.374, 341.384, 341.41, 341.424, 341.4326, 341.45, 341.524, 341.5325, 341.574, 341.5825, 341.6325, 341.64, 341.724, 341.824, 341.8324, 341.874, 341.95, 342.024, 342.124, 342.1324, 342.1823, 342.2323, 342.234, 342.304, 342.324, 342.34, 342.5, 342.524, 342.5322, 342.624, 342.6822, 342.714, 342.724, 342.8321, 342.8821, 343.024, 343.09, 343.124, 343.482, 343.52, 343.524, 343.55, 343.624, 343.65, 343.7239, 343.7319, 343.77, 343.8818, 343.9239, 343.9818, 344.25, 344.4739, 344.6316, 344.7238, 344.7638, 344.77, 344.8315, 344.9315, 344.9838, 345.1238, 345.39, 345.4238, 345.55, 345.6737, 345.7813, 345.8237, 345.9737, 346.2237, 346.2311, 346.33, 346.5237, 346.55, 346.65, 346.8809, 347.09, 347.31, 347.4236, 347.5236, 347.6307, 347.9235, 348.1235, 348.1735, 348.3735, 348.45, 348.53, 348.6734, 349.1234, 349.2234, 349.2734, 349.3234, 349.42, 349.5301, 349.55, 349.79, 349.9233, 349.95, 350.0233, 350.2333, 350.2733, 350.5233, 350.6332, 350.76, 350.8732, 351.1232, 351.7231, 352.25, 374.3, 374.44, 374.56, 375.15, 375.38, 375.93, 375.96, 378.32, 379.26, 379.53, 381.45, 383.66, 386.85, 389.39, 392.07]"
CCO,Cc1ccccc1,"[299.944, 300.044, 300.144, 300.2439, 300.4439, 300.7438, 301.6435, 301.7435, 302.3433, 308.132, 312.9401, 313.0401, 313.44, 313.5399, 314.0398, 314.9395, 315.9392, 323.127, 323.1371, 323.2, 328.1255, 333.124, 333.1344, 334.4341, 334.5341, 334.7341, 334.834, 335.3339, 335.5339, 335.9338, 336.2338, 338.124, 338.1334, 340.2329, 343.124, 343.1321, 344.7316, 344.9315, 345.3314, 345.5313, 345.9312, 346.1312, 348.0306, 348.1235, 348.1306, 349.6301, 349.65, 349.75, 349.85, 350.03, 350.1233, 350.13, 350.1633, 350.2299, 350.25, 350.2733, 350.35, 350.4233, 350.45, 350.5233, 350.5733, 350.6298, 350.7232, 350.75, 350.9297, 351.0297, 351.0732, 351.25, 351.3296, 351.5232, 351.5295, 351.6295, 351.9294, 352.15, 352.2231, 352.3293, 353.123, 353.6289, 353.723, 353.95, 354.45, 354.75, 354.85, 355.05, 355.15, 355.35, 355.55, 355.85, 356.25, 356.3281, 356.4281, 356.523, 356.95, 357.25, 357.4778, 357.95, 358.723, 359.55, 360.573, 361.323, 361.95, 362.05, 362.35, 362.55, 362.65, 362.85, 363.45, 363.95, 364.15, 364.1831, 364.25, 364.4261, 364.55, 366.05, 368.05, 368.15, 368.25, 368.55, 369.75, 370.35, 370.65, 371.75, 372.25, 372.95, 374.35, 374.6241, 377.75, 379.05, 380.9228, 381.45, 383.8222, 390.15, 399.25]"
CCO,CCC(C)=O,"[298.1444, 307.64, 307.7, 307.73, 307.82, 307.87, 308.0, 308.12, 308.29, 308.41, 308.5, 308.82, 308.94, 309.23, 309.69, 310.3, 311.0, 311.87, 312.87, 313.91, 328.1356, 347.1847, 347.4308, 347.4458, 347.48, 347.5, 347.51, 347.5307, 347.54, 347.55, 347.56, 347.58, 347.66, 347.69, 347.7, 347.72, 347.7307, 347.79, 347.8346, 347.87, 347.91, 347.9306, 347.94, 347.95, 348.0306, 348.1, 348.1306, 348.21, 348.2305, 348.2735, 348.29, 348.31, 348.32, 348.35, 348.4305, 348.56, 348.58, 348.7123, 348.73, 348.85, 348.8845, 348.9, 348.99, 349.0303, 349.06, 349.08, 349.1303, 349.19, 349.25, 349.4302, 349.63, 349.6301, 349.68, 349.7, 349.71, 349.78, 349.79, 350.13, 350.21, 350.36, 350.44, 350.45, 350.53, 350.59, 350.601, 350.78, 351.0, 351.051, 351.34, 351.69, 351.89, 383.3, 398.2, 413.2]"
CCO,CC(=O)CC(C)=O,"[298.1444, 353.35, 355.95, 358.64, 362.95, 369.69, 376.5, 388.64, 398.05, 404.12]"
CCO,CCCO,"[323.127, 323.15, 333.124, 343.124, 348.15, 352.973, 353.123, 353.7189, 355.973, 356.1881, 357.2578, 357.973, 358.1076, 359.3772, 360.973, 361.4467, 362.973, 364.7261, 365.7858, 365.9733, 366.9756, 367.9735, 403.2, 413.2, 423.2]"
CCO,CCCCO,"[343.1321, 352.3093, 352.58, 353.123, 353.4889, 353.9008, 353.93, 354.08, 354.31, 354.58, 354.89, 355.623, 355.84, 355.9282, 357.05, 357.28, 357.48, 357.9563, 358.01, 358.123, 358.73, 358.88, 359.0, 359.2272, 359.55, 359.74, 359.89, 359.9, 360.56, 360.623, 360.7897, 360.89, 360.9, 361.31, 362.68, 363.123, 363.1264, 363.59, 363.6263, 363.7, 364.11, 364.78, 364.9, 364.95, 365.5121, 366.0, 366.0677, 367.25, 367.99, 368.1235, 368.9014, 369.48, 369.825, 370.27, 370.52, 371.68, 372.7351, 373.124, 373.93, 374.03, 374.59, 375.2355, 376.71, 378.125, 378.71, 379.4231, 380.08, 380.6255, 380.7366, 381.17, 381.54, 382.25, 383.1224, 383.126, 384.0722, 384.14, 385.6263, 385.7, 386.44, 387.65, 388.1265, 403.1184]"
CCO,CC(C)CO,"[323.127, 333.124, 343.124, 352.5, 352.5292, 352.57, 353.123, 353.2, 353.39, 354.17, 355.3284, 355.37, 355.67, 356.3281, 356.8279, 357.04, 358.27, 358.57, 358.6274, 359.09, 359.89, 359.96, 361.35, 361.63, 361.8766, 362.59, 363.4263, 363.66, 364.65, 364.78, 365.126, 366.45, 366.54, 367.5255, 367.65, 368.25, 368.5, 369.2252, 369.51, 369.55, 370.69, 372.07, 372.3745, 372.74, 373.55, 374.55, 375.124, 375.21, 375.85, 377.01, 377.2236, 379.0232, 380.36]"
CCO,CC(C)CCO,"[323.127, 333.124, 338.27, 340.95, 343.124, 348.21, 353.123, 353.82, 355.14, 355.623, 356.55, 357.7, 358.123, 359.81, 360.19, 360.32, 360.623, 361.72, 362.05, 362.87, 363.123, 364.54, 366.06, 366.44, 368.1235, 368.87, 369.21, 369.33, 371.19, 371.55, 371.7, 372.5, 373.124, 373.25, 374.7, 375.85, 378.05, 378.125, 379.83, 380.25, 382.29, 382.85, 383.126, 384.05, 386.12, 386.25, 388.1265, 392.88, 393.127, 394.42, 395.6278, 395.65, 398.1285, 400.6293, 403.13]"
CCO,CC(=O)O,"[291.27, 299.65, 300.25, 300.71, 303.06, 304.51, 306.58, 307.99, 308.1416, 309.9, 310.9, 314.57, 315.16, 318.1386, 320.31, 323.2, 335.65, 338.0, 343.1, 346.95, 348.25, 351.4232, 351.9231, 352.05, 352.56, 353.329, 353.72, 355.01, 356.528, 356.84, 357.1, 358.36, 359.2272, 359.623, 359.79, 361.6267, 361.71, 362.05, 363.37, 363.4, 364.0262, 364.76, 365.75, 366.1233, 366.35, 366.65, 367.0256, 368.01, 368.1254, 369.93, 371.79, 371.9239, 373.68, 374.1242, 374.31, 375.9238, 376.93, 378.6233, 379.91, 379.923, 382.43, 382.5225, 383.126, 383.3223, 384.29, 385.4219, 386.25, 387.2216, 387.9, 388.1714, 389.53]"
CCO,CCC(=O)OC,"[326.3, 345.5313, 345.5613, 345.6313, 345.7313, 345.7813, 345.8312, 345.9312, 346.0312, 346.2311, 346.3, 346.4311, 346.531, 346.631, 346.9309, 347.2308, 347.4308, 347.7307, 348.0306, 348.3305, 348.7304, 348.92, 348.93, 348.95, 348.97, 348.98, 349.01, 349.02, 349.04, 349.09, 349.1303, 349.14, 349.17, 349.2302, 349.28, 349.3, 349.39, 349.53, 349.58, 349.7301, 349.77, 349.78, 349.93, 350.01, 350.2, 350.21, 350.48, 350.66, 350.77, 351.11, 351.1297, 351.2, 351.44, 351.8, 351.81, 352.15, 352.16, 352.17, 352.19, 352.2, 352.22, 352.23, 352.27, 352.28, 352.33, 352.4, 352.42, 352.52, 352.53, 352.55, 352.66, 352.75, 352.83, 353.02, 353.04, 353.1, 353.26, 353.33, 353.4, 353.52, 353.55, 353.67, 353.84, 354.1, 354.23, 354.48, 354.64, 354.88, 355.08, 355.3, 355.62, 355.9, 356.08, 356.47, 356.63, 356.86, 357.13]"
CCO,C1COCCO1,"[308.15, 318.9383, 319.2382, 319.5181, 319.5581, 319.5881, 319.658, 319.668, 319.738, 319.768, 319.868, 319.9679, 320.0479, 320.0679, 320.1579, 320.2579, 320.4578, 320.5378, 320.5678, 320.8677, 321.2376, 321.4376, 321.5275, 321.6674, 322.1573, 322.8371, 322.987, 324.3367, 324.5766, 325.8362, 325.9462, 326.736, 327.3757, 329.635, 329.835, 330.135, 334.0342, 334.1342, 334.2342, 334.4341, 334.5341, 334.6341, 334.7341, 334.834, 335.134, 335.4339, 335.464, 335.524, 335.544, 335.554, 335.574, 335.6339, 335.744, 335.794, 335.844, 335.994, 336.0338, 336.424, 336.654, 336.8336, 337.204, 337.2336, 337.364, 337.824, 337.9334, 338.594, 338.7333, 339.6331, 340.133, 340.304, 340.524, 340.7328, 341.2326, 343.9639, 344.1318, 344.7316, 345.3138, 345.3314, 345.3838, 345.4338, 345.4938, 345.5238, 345.5538, 345.7337, 345.7837, 346.0337, 346.1237, 346.4537, 346.631, 346.7336, 347.0936, 347.6236, 347.7307, 348.1035, 348.2035, 349.3434, 350.3133, 350.9297, 351.1297, 351.2296, 351.2532, 351.2932, 351.3132, 351.3296, 351.3432, 351.3532, 351.3732, 351.4296, 351.4732, 351.4832, 351.5032, 351.5232, 351.5295, 351.5432, 351.6531, 351.7431, 351.7531, 351.8231, 351.9294, 351.9431, 352.1294, 352.1931, 352.2231, 352.5292, 352.693, 352.8291, 352.993, 353.0291, 353.033, 353.273, 353.303, 353.523, 353.5289, 353.6289, 353.823, 353.9288, 354.053, 354.073, 354.2287, 354.443, 354.523, 354.663, 355.103, 355.4284, 355.453, 355.743, 356.023, 356.313, 356.528, 356.8279, 357.123, 357.1279, 357.493, 357.543, 357.6277, 357.9276, 358.0276, 358.553, 358.663, 359.5271, 359.927, 360.293, 360.513, 361.1268, 362.0266, 362.203, 362.6265, 363.1264, 363.2264, 363.5263, 364.8532, 365.1432, 365.7259, 366.0258, 366.1233, 366.1258, 367.4134, 368.0135, 369.7037, 370.4249, 370.5249, 370.8248, 370.9248, 371.0248, 371.1138, 371.2248, 371.3247, 371.5247, 371.5938, 371.6247, 371.8246, 371.9246, 372.0246, 372.1246, 372.1739, 372.7245, 373.5243, 375.024, 376.1238, 378.6233, 379.823, 382.7225, 383.9222]"
CCO,ClCCCl,"[313.13, 323.127, 323.1371, 333.124, 341.05, 341.1, 341.25, 341.65, 342.15, 342.25, 343.15, 343.232, 343.332, 343.6319, 343.9318, 344.0318, 344.5316, 344.65, 345.2314, 345.7313, 347.15, 347.2308, 347.8306, 348.15, 348.8303, 349.83, 350.4299, 351.1297, 353.0291]"
CCO,CCN(CC)CC,"[307.9916, 322.7271, 323.1371, 337.974, 343.1321]"
CCO,CCCCCN,[333.1344]
CCO,C1CCNC1,"[313.15, 333.35]"
CCO,CC#N,"[293.138, 313.1401, 324.9265, 324.9465, 324.9665, 325.0065, 325.1764, 325.3564, 325.4064, 325.6363, 325.7163, 326.2061, 326.626, 326.646, 327.7357, 327.8856, 328.6154, 328.8953, 329.6251, 329.985, 330.3949, 330.4249, 330.4549, 330.5549, 330.6849, 330.7548, 331.0148, 331.1248, 331.1548, 331.4047, 331.5947, 331.9846, 332.2146, 332.8844, 333.0644, 333.15, 333.6843, 333.8442, 334.5141, 334.5441, 335.064, 335.4539, 335.8538, 335.8638, 335.8938, 336.0938, 336.1138, 336.2537, 336.6137, 336.7736, 336.9536, 337.3135, 337.9934, 338.5333, 338.8432, 339.6531, 339.6831, 340.1829, 340.7928, 341.4925, 341.5225, 341.5725, 341.6225, 341.9124, 342.1224, 342.3023, 342.7922, 342.8721, 343.212, 343.4919, 344.1018, 344.5016, 344.6116, 345.7013, 345.9312, 346.1312, 346.2311, 346.3111, 346.3311, 346.4311, 346.631, 346.781, 347.0809, 347.2408, 347.4308, 347.7307, 348.4305, 348.6304, 350.5298, 351.5295]"
