SMILES_1,SMILES_2,Temperatures (K)
C1CCCCC1,COC(=O)OC,"[346.48, 346.52, 346.55, 346.57, 346.64, 346.68, 346.75, 346.88, 347.03, 347.17, 347.3, 347.56, 347.79, 348.13, 348.39, 348.59, 349.19, 349.36, 349.97, 350.39, 350.88, 351.78, 351.95, 353.02, 353.3, 355.43, 357.08, 358.98, 360.89, 362.53]"
CC1CCCCC1,Nc1ccccc1,"[324.6266, 353.123, 363.123]"
C=CC,O,"[310.8809, 344.2349, 344.235]"
C=CCC,CCCC,"[310.8809, 344.2739, 377.5749, 410.8816]"
C=CCCCC,CCCCCC,"[302.92, 303.01, 303.21, 303.44, 303.81, 304.07, 304.33, 304.61, 304.91, 305.14, 305.43, 305.61, 305.84, 306.02, 306.29, 306.59, 306.82, 307.0, 307.24, 307.4, 307.52, 333.124, 336.67, 336.79, 336.874, 337.03, 337.174, 337.27, 337.274, 337.474, 337.51, 337.574, 337.68, 337.874, 337.96, 337.974, 338.29, 338.43, 338.574, 338.73, 338.874, 339.03, 339.074, 339.27, 339.57, 339.674, 339.76, 340.24, 340.374, 340.54, 340.83, 340.974, 341.074, 341.14, 341.4, 341.57, 341.73]"
C=CCCCC,c1ccccc1,"[298.136, 334.68, 335.1, 335.53, 336.02, 336.41, 337.04, 337.55, 338.08, 338.9, 339.71, 340.46, 341.08, 341.9, 342.92, 343.8, 344.84, 346.2, 347.69, 348.8]"
C=CCCCC,CCC(C)=O,[333.124]
C=CCCCC,CC[C@H](C)O,[333.124]
C=CCCCC,CC(=O)O,[313.2]
C=CCCCC,CCOC(C)=O,[332.9844]
C=CCCCC,C1COCCO1,"[337.924, 338.324, 340.524, 342.124, 344.7238, 346.0237, 350.0233, 352.4231, 353.123, 356.223, 358.323, 360.723]"
C=CCCCC,CCN(CC)CC,[333.124]
C=CCCCC,CCCCN,[333.124]
C=CC=C,c1ccccc1,[298.1944]
C#C,CC(F)F,[303.2]
C#C,N,"[213.1097, 273.1, 298.0944]"
c1ccccc1,CCCCCCC,"[293.138, 298.1444, 312.9301, 313.5299, 314.0297, 314.8295, 315.9292, 317.3287, 318.1386, 319.0282, 321.4275, 324.6266, 326.1261, 326.2261, 326.326, 327.6257, 330.4248, 332.8241, 333.124, 333.1344, 333.824, 333.924, 334.024, 334.324, 334.524, 335.224, 335.624, 335.824, 336.424, 337.524, 338.524, 339.124, 339.324, 340.424, 340.5828, 340.624, 340.824, 341.0827, 341.124, 341.4826, 341.724, 341.9824, 342.6822, 342.9821, 343.024, 343.624, 343.6819, 343.7239, 345.3814, 345.6238, 345.7737, 345.9737, 346.1811, 346.3237, 346.3811, 347.0236, 347.7235, 347.8235, 347.8735, 348.1135, 348.1235, 348.3805, 348.9803, 350.1799, 350.5733, 350.6233, 350.8232, 350.8797, 351.1532, 351.4396, 351.4796, 351.5695, 351.8194, 352.0394, 352.2093, 352.2593, 352.2693, 352.3531, 352.4393, 352.4593, 352.4793, 352.6392, 352.6792, 352.7192, 352.723, 352.8191, 352.8791, 353.0091, 353.09, 353.123, 353.1291, 353.199, 353.23, 353.243, 353.273, 353.289, 353.323, 353.329, 353.333, 353.353, 353.373, 353.379, 353.393, 353.399, 353.433, 353.473, 353.5189, 353.5289, 353.5589, 353.573, 353.5789, 353.623, 353.71, 353.7289, 353.773, 353.7789, 353.783, 353.873, 353.8788, 354.0288, 354.1787, 354.1887, 354.243, 354.2587, 354.273, 354.3087, 354.323, 354.4287, 354.4687, 354.4787, 354.573, 354.5786, 354.6086, 354.623, 354.723, 354.7286, 354.823, 354.873, 354.923, 354.9285, 354.9385, 354.943, 354.96, 355.1085, 355.1784, 355.2284, 355.273, 355.323, 355.373, 355.413, 355.4584, 355.5283, 355.693, 355.7783, 355.8083, 355.823, 355.9182, 356.113, 356.123, 356.1781, 356.21, 356.223, 356.2581, 356.323, 356.3281, 356.4781, 356.523, 356.583, 356.643, 356.678, 356.808, 356.813, 356.823, 356.8579, 356.9279, 357.043, 357.2278, 357.273, 357.2778, 357.4877, 357.523, 357.573, 357.7177, 357.73, 357.803, 357.823, 357.833, 357.873, 357.9776, 358.123, 358.273, 358.333, 358.6574, 358.723, 358.8273, 358.853, 359.0, 359.123, 359.1772, 359.223, 359.3272, 359.4272, 359.563, 359.6171, 359.7271, 359.793, 359.923, 359.95, 360.023, 360.177, 360.223, 360.3169, 360.4769, 360.523, 360.6269, 360.673, 360.923, 360.9268, 361.003, 361.1268, 361.173, 361.2268, 361.2767, 361.3267, 361.4267, 361.4367, 361.5767, 361.803, 361.823, 361.85, 362.223, 362.2765, 362.4765, 362.5365, 362.573, 362.8264, 362.943, 363.123, 363.173, 363.1764, 363.423, 363.4263, 363.7731, 363.7962, 363.8231, 363.8731, 364.0162, 364.0831, 364.2231, 364.2761, 364.5731, 364.5761, 364.7232, 364.826, 364.84, 365.0232, 365.066, 365.2232, 365.7733, 365.8233, 365.8758, 365.9058, 366.0258, 366.1233, 366.1433, 366.1958, 366.2258, 366.4733, 366.6234, 366.6434, 366.7634, 366.8334, 366.86, 366.8756, 367.1256, 367.1456, 367.4734, 367.4755, 367.7454, 367.8254, 367.9235, 368.1235, 368.2335, 368.5235, 368.5535, 368.6253, 368.7036, 369.0752, 369.1236, 369.1736, 369.2336, 369.3751, 369.4236, 369.9237, 370.2737, 370.5249, 370.7538, 370.7738, 370.95, 371.2738, 383.1224, 393.57, 393.73, 394.38, 395.26, 396.68, 397.22, 398.1194, 398.74, 401.58, 404.07, 407.14, 410.34, 413.1164, 413.15, 416.29, 416.6, 417.51, 419.71, 422.04, 423.92, 426.29, 428.1134, 428.49, 431.4, 432.68, 432.83, 433.97, 434.88, 435.19, 436.31, 436.79, 438.19, 440.99, 441.13, 442.17, 443.1117, 443.5, 444.7, 446.75, 447.25, 449.2, 449.53, 451.14, 452.69, 453.84, 454.42, 456.09, 458.1, 458.111, 459.56, 461.49, 473.11, 488.11]"
c1ccccc1,C1CCCCC1,"[281.1487, 283.094, 287.1469, 293.1454, 298.1444, 303.15, 311.6306, 313.12, 313.1301, 313.1401, 313.15, 322.35, 322.45, 322.55, 322.65, 322.75, 322.7571, 322.85, 322.9, 322.95, 322.987, 323.05, 323.1, 323.127, 323.15, 323.2, 323.25, 323.257, 323.45, 323.5, 323.5069, 323.55, 323.65, 323.85, 323.95, 324.1767, 324.3, 324.35, 328.1255, 333.124, 333.15, 337.15, 337.25, 337.35, 337.45, 337.65, 338.05, 338.45, 338.55, 338.75, 338.85, 339.15, 343.104, 343.124, 343.13, 343.1321, 350.4833, 350.5033, 350.5133, 350.5233, 350.55, 350.5533, 350.6, 350.6198, 350.6233, 350.6498, 350.65, 350.6598, 350.6632, 350.6698, 350.6732, 350.6798, 350.7198, 350.7232, 350.7233, 350.7234, 350.7298, 350.7398, 350.7432, 350.75, 350.7532, 350.7598, 350.7698, 350.7732, 350.7998, 350.8032, 350.8098, 350.8232, 350.8297, 350.8497, 350.85, 350.8732, 350.8832, 350.9, 350.9032, 350.9097, 350.9232, 350.9297, 350.9397, 350.9432, 350.95, 350.9632, 350.9732, 350.9997, 351.0232, 351.0297, 351.0497, 351.0732, 351.0797, 351.1197, 351.1232, 351.1233, 351.1297, 351.1332, 351.15, 351.1732, 351.1796, 351.1932, 351.2, 351.2096, 351.2232, 351.2296, 351.2396, 351.3, 351.3232, 351.3432, 351.35, 351.3696, 351.3732, 351.3796, 351.4, 351.4096, 351.4232, 351.4632, 351.4732, 351.4832, 351.5095, 351.5232, 351.5495, 351.55, 351.6, 351.6095, 351.6232, 351.6495, 351.65, 351.6731, 351.6931, 351.7231, 351.7295, 351.75, 351.7731, 351.8031, 351.8231, 351.85, 351.8531, 351.8794, 351.8994, 351.9231, 351.9731, 351.9994, 352.0231, 352.05, 352.0731, 352.1094, 352.1231, 352.1431, 352.1493, 352.1731, 352.2231, 352.2293, 352.2793, 352.2831, 352.2893, 352.3231, 352.35, 352.3731, 352.4093, 352.4231, 352.5, 352.55, 352.6231, 352.6292, 352.663, 352.7192, 352.7692, 352.7992, 352.823, 352.8291, 352.85, 352.873, 352.923, 353.123, 353.153, 353.319, 353.323, 403.15, 410.2314, 410.6315, 411.0316, 411.4317, 411.7317, 412.1318, 412.5319, 413.15, 423.15, 438.8397, 439.2398, 439.64, 439.94, 440.3402, 440.7403, 441.5405, 458.6472, 458.9473, 459.3475, 459.7476, 460.4479, 461.2482, 462.3487, 474.8537, 475.2538, 475.654, 476.0542, 476.7544, 477.1546, 478.255, 479.0554, 488.8593, 489.1594, 489.6596, 490.3599, 491.1602, 492.6608]"
c1ccccc1,C1=CCCCC1,"[298.1444, 323.1371, 348.1306, 352.0231, 352.0731, 352.2231, 352.3231, 352.5231, 352.923, 354.623]"
c1ccccc1,CCc1ccccc1,"[354.2187, 354.7486, 356.0782, 356.4, 356.85, 358.85, 361.1368, 361.7, 367.0756, 370.05, 374.984, 376.65, 381.25, 382.7724, 383.25, 386.0, 390.0, 392.7, 393.1104, 397.85, 401.4, 404.05, 406.0478, 407.6575, 408.4273, 453.2, 483.2, 523.2, 553.2]"
c1ccccc1,CCCO,"[298.1444, 298.9357, 299.1356, 299.2356, 299.5354, 300.9349, 308.1416, 317.1988, 317.2388, 317.4588, 317.6387, 317.7387, 317.9286, 318.1186, 318.1285, 318.5184, 318.6484, 318.9283, 319.848, 321.3275, 321.4275, 321.4776, 321.5275, 321.7274, 321.9274, 322.5272, 322.7271, 322.8671, 323.15, 323.7268, 325.3164, 325.8262, 326.9859, 327.1059, 327.1459, 327.3458, 327.4258, 327.8057, 328.0356, 328.1356, 328.3555, 328.6354, 328.6754, 328.9653, 329.45, 329.55, 329.65, 329.725, 329.75, 329.82, 329.845, 330.05, 330.15, 330.45, 330.8, 331.0548, 331.85, 332.2645, 332.4345, 332.82, 333.15, 334.15, 334.5341, 334.6141, 336.05, 336.5937, 336.824, 338.0634, 338.1334, 338.7133, 338.7333, 338.7832, 338.9332, 338.9532, 339.15, 339.3631, 339.5131, 339.5331, 339.813, 340.123, 340.1629, 340.85, 340.9, 340.9127, 340.9327, 340.95, 341.1, 341.32, 341.42, 341.4326, 341.75, 341.78, 341.83, 342.02, 342.3623, 342.45, 343.322, 343.4, 343.6519, 344.4, 344.52, 345.1814, 345.6413, 347.55, 347.58, 347.65, 347.75, 347.9, 348.0406, 348.1135, 348.1235, 348.2, 348.28, 348.4, 348.65, 348.8234, 348.8903, 349.02, 349.0234, 349.2234, 349.3234, 349.4234, 349.5, 349.9233, 349.96, 349.98, 350.0233, 350.04, 350.05, 350.06, 350.07, 350.08, 350.09, 350.12, 350.1799, 350.2099, 350.2299, 350.25, 350.2733, 350.2799, 350.3299, 350.3333, 350.3399, 350.3799, 350.4499, 350.45, 350.4799, 350.5298, 350.5733, 350.5798, 350.6298, 350.6398, 350.6798, 350.7398, 350.7598, 350.7798, 350.8132, 350.8297, 350.8797, 350.9297, 350.9797, 351.0797, 351.08, 351.1232, 351.1496, 351.15, 351.1796, 351.2096, 351.2296, 351.2732, 351.3132, 351.35, 351.3796, 351.4296, 351.4732, 351.4796, 351.6695, 351.7195, 351.7295, 351.7795, 351.8031, 351.8294, 351.8794, 352.0094, 352.1593, 352.1793, 352.2293, 352.2793, 352.35, 352.3531, 352.3793, 352.5, 352.6231, 352.6792, 352.9791, 353.279, 353.5389, 353.6589, 353.6789, 353.7289, 353.873, 353.95, 354.05, 354.223, 354.5286, 354.6, 355.0785, 355.4384, 355.4584, 355.7783, 356.0282, 356.1, 356.3781, 356.723, 356.9979, 357.0479, 357.05, 357.0779, 357.75, 357.8276, 357.8776, 358.22, 358.3075, 358.95, 359.1772, 359.623, 359.673, 360.027, 360.45, 360.7768, 360.823, 360.9268, 360.9768, 361.8466, 362.05, 362.3765, 363.523, 363.5263, 363.9731, 364.1762, 364.876, 365.4132, 365.6759, 366.15, 366.5257, 366.9756, 367.2334, 367.3534, 367.4934, 368.3753, 368.8236, 369.2751]"
c1ccccc1,CCCCO,"[318.1285, 350.5233, 351.1232, 352.1231, 353.223, 353.263, 353.283, 353.333, 353.353, 353.403, 353.473, 353.513, 353.613, 353.623, 353.703, 353.763, 353.793, 353.8288, 353.923, 353.993, 354.1288, 354.19, 354.32, 354.3287, 354.383, 354.443, 354.483, 354.82, 355.103, 355.15, 355.223, 355.4284, 355.493, 355.6283, 355.783, 355.81, 355.823, 355.9282, 356.123, 356.2281, 356.313, 356.413, 356.663, 356.83, 357.303, 357.603, 357.6277, 357.663, 357.95, 358.223, 358.6274, 358.663, 358.913, 359.08, 359.1273, 359.513, 359.927, 360.243, 360.413, 360.493, 360.603, 360.64, 361.013, 361.123, 361.403, 361.563, 361.8266, 362.3265, 362.443, 362.813, 363.0, 364.7261, 364.78, 365.3732, 365.5732, 365.6933, 366.8256, 366.9934, 367.4234, 367.77, 368.1254, 368.3035, 368.7236, 369.2252, 369.7237, 369.79, 370.025, 370.3237, 370.7938, 370.9438, 371.7247, 371.8239, 371.8439, 373.224, 373.344, 373.38, 375.3444, 375.4245, 375.6239, 375.8238, 376.1238, 376.2546, 376.4237, 376.6247, 377.2236, 377.82, 377.8249, 377.965, 378.43, 378.56, 378.95, 379.2232, 379.4253, 379.43, 379.59, 379.6153, 379.87, 380.2254, 380.4255, 380.43, 380.98, 381.5257, 381.66, 381.85, 382.1258, 382.1658, 382.3225, 382.7225, 382.74, 382.8459, 383.24, 383.7761, 384.38, 384.822, 385.1262, 385.2662, 385.38, 386.35, 386.4, 386.9264, 387.6965, 387.9865, 388.2, 388.69, 388.8666, 389.6867, 390.0267, 390.28, 390.75, 390.97, 391.1268, 392.29, 393.47, 393.49, 393.66, 393.81, 393.8272, 394.03, 394.32, 394.34, 394.5274, 394.85, 395.3277, 395.48, 396.25, 396.7281, 397.0282, 397.03, 397.38, 398.61, 398.6287, 398.93, 400.43, 400.95, 401.2294, 401.96, 402.9299, 403.47, 403.83, 405.1304, 405.35, 406.72, 407.0308, 408.47, 409.11, 409.56, 410.2314, 411.07, 411.12, 411.47, 412.932, 414.25, 417.36, 420.35, 422.49, 424.09, 424.78]"
c1ccccc1,CC(C)CO,"[318.1386, 352.5292, 352.6292, 352.7292, 352.8291, 352.923, 352.9291, 353.023, 353.1291, 353.323, 353.6289, 353.923, 354.3287, 354.923, 354.9285, 355.2284, 355.4284, 355.5283, 356.1282, 356.423, 357.4278, 357.823, 358.5274, 360.7269, 361.123, 362.0266, 363.1264, 363.6263, 364.3231, 365.226, 365.5259, 365.6259, 365.8258, 365.9258, 366.5257, 366.7257, 367.3255, 368.2254, 368.4253, 368.5253, 368.9252, 369.1252, 369.4251, 369.925, 371.1248, 371.4247, 372.1246, 372.9244, 373.0244, 374.1242, 374.3241, 375.3239, 375.4239, 375.5239, 375.8238, 375.9238, 376.4237, 376.5247, 376.9236, 377.0236, 377.3235, 377.7235, 378.1234, 379.1232, 379.4231, 379.7231, 379.823, 380.023, 380.8228, 381.2228, 381.3227, 381.6227, 382.2226, 383.5223, 383.6223, 383.8222, 383.9222, 384.0222, 384.1222, 384.2222, 384.6221, 384.822, 384.922, 385.022, 385.5219, 385.6219, 385.7219, 386.1218, 386.3217, 386.4217, 387.2216, 387.5215, 387.9214, 388.4213, 388.5213, 389.1212, 390.6209, 390.7209, 391.5207, 391.7207, 392.3205, 393.8202, 394.4201, 395.9198, 397.1196, 398.4193, 399.4191, 401.0188]"
c1ccccc1,CC[C@H](C)O,"[298.136, 318.1386, 343.1321, 351.8294, 351.8794, 351.9294, 351.9794, 352.1294, 352.2293, 352.7292, 353.8288, 355.8782, 357.8276, 360.7768, 365.2759, 369.1752]"
c1ccccc1,CC(C)(C)O,"[318.1386, 323.127, 343.124, 343.1321, 345.7237, 345.8237, 346.1237, 346.2237, 346.631, 346.7236, 346.731, 346.8236, 346.9309, 347.0809, 347.3808, 347.7235, 347.8235, 347.8306, 348.1306, 348.2235, 348.3235, 348.4805, 349.0303, 349.1234, 349.4802, 350.08, 350.1233, 350.8232, 351.0232, 351.8294, 352.0294, 352.3231, 352.5231, 352.5792, 353.1291, 353.9788, 354.123]"
c1ccccc1,O=CO,"[298.136, 298.1444, 333.084, 333.124]"
c1ccccc1,CC(=O)O,"[298.136, 300.1352, 301.3347, 302.5342, 304.0336, 305.733, 307.7322, 310.2312, 313.2, 314.3296, 321.1276, 352.923, 353.023, 353.123, 353.523, 354.423, 354.823, 355.323, 355.923, 356.323, 357.923, 358.923, 361.623, 364.6232, 367.8235, 371.7239, 373.124, 375.6245, 378.9252, 382.1258, 387.3264, 388.2265]"
c1ccccc1,CC(C)OC(C)C,"[323.1371, 333.1344, 341.7325, 342.1324, 343.1321, 344.1318, 345.1315, 346.531, 348.4305, 351.1297, 351.6295]"
c1ccccc1,C1COCCO1,"[298.136, 303.134, 313.13, 315.1294, 315.3293, 316.0291, 316.9688, 318.7683, 319.0582, 320.4978, 321.1676, 322.5072, 323.127, 326.27, 326.536, 327.17, 328.9752, 329.01, 330.29, 331.5945, 332.27, 333.124, 333.844, 334.114, 334.36, 334.844, 336.06, 336.064, 337.984, 338.084, 338.32, 339.314, 340.414, 340.65, 340.91, 341.67, 341.804, 343.08, 343.11, 344.58, 344.78, 345.7437, 346.0937, 346.4337, 346.75, 347.2336, 348.2935, 348.3435, 348.75, 350.1233, 350.4333, 350.66, 351.0332, 351.6331, 352.843, 352.9, 353.683, 354.003, 354.133, 354.723, 355.14, 355.813, 356.163, 356.943, 357.56, 357.703, 357.983, 358.153, 359.143, 359.19, 360.373, 360.613, 361.693, 362.193, 363.463, 364.3131, 365.7933, 368.1235, 371.0138, 372.2339, 373.184]"
c1ccccc1,CCCOCCC,"[323.1371, 333.1344, 343.1321]"
c1ccccc1,ClCCCl,"[285.1075, 285.5973, 286.667, 287.8666, 288.6964, 288.9363, 293.138, 298.1444, 299.3741, 299.854, 300.8937, 302.0734, 302.9031, 303.1331, 313.13, 318.1285, 323.117, 323.127, 325.9462, 326.4061, 327.3758, 328.4855, 329.2552, 329.4852, 333.124, 343.124, 350.2299, 350.2799, 350.3799, 350.6298, 350.8297, 351.0797, 351.3796, 351.6795, 352.0294, 352.2293, 352.4793, 352.6292, 352.7792, 352.9791, 353.183, 353.253, 353.313, 353.323, 353.329, 353.463, 353.493, 353.533, 353.613, 353.723, 353.7489, 353.763, 353.773, 353.833, 353.903, 354.023, 354.043, 354.053, 354.113, 354.183, 354.263, 354.333, 354.393, 354.463, 354.473, 354.523, 354.5986, 354.623, 354.673, 354.683, 354.723, 354.763, 354.773, 354.823, 354.923, 354.973, 354.993, 355.023, 355.073, 355.173, 355.233, 355.303, 355.323, 355.403, 355.423, 355.453, 355.593, 355.6483, 355.663, 355.753, 355.793, 355.823, 355.993, 356.003, 356.083, 356.123, 356.233, 356.263, 356.3081, 356.333, 356.443, 356.498, 358.743, 358.803, 358.863, 359.023, 359.173, 359.323, 359.453, 359.583, 359.713, 359.843, 359.983, 360.123, 360.273, 360.423, 360.573, 360.743, 360.923, 361.103, 361.303, 361.513, 361.743, 361.833, 361.933]"
c1ccccc1,Clc1ccccc1,"[298.1444, 328.3, 330.2, 333.95, 334.55, 337.05, 339.4, 342.2, 346.05, 348.1306, 351.6, 354.5286, 354.8285, 355.05, 356.45, 356.623, 357.1, 357.45, 357.6277, 359.1273, 359.223, 359.823, 360.9, 360.9268, 362.05, 362.623, 363.423, 363.65, 365.35, 365.4259, 367.0234, 367.25, 367.4255, 369.15, 369.925, 370.2237, 372.65, 373.5243, 375.8245, 376.9, 381.3256, 382.65, 388.1214, 388.2265, 388.95, 394.9275, 395.9198, 397.1, 398.3193, 399.5289]"
c1ccccc1,CCN(CC)CC,"[333.1344, 353.1291]"
c1ccccc1,NCCN,"[299.6141, 300.144, 300.4039, 300.5538, 301.2936, 301.6135, 301.7535, 301.9834, 302.5332, 302.8531, 303.7229, 304.6226, 305.5723, 307.1818, 308.6914, 310.6908, 313.42, 315.7593, 318.3985, 322.8271, 326.9459, 330.5349, 334.0942, 334.5741, 334.864, 335.184, 335.8838, 336.8836, 337.0836, 337.3435, 337.9234, 338.5333, 339.6231, 340.7128, 342.0924, 343.9118, 345.7013, 348.2405, 351.3996, 352.9291, 353.6889, 353.7289, 353.7689, 353.8288, 354.1388, 354.3287, 354.4187, 354.4287, 354.7286, 354.9285, 355.1285, 355.4084, 355.4284, 355.7283, 356.0282, 356.3281, 356.488, 356.528, 356.608, 356.728, 356.9079, 357.1279, 357.3278, 357.5277, 357.5677, 357.6277, 358.1276, 358.3275, 358.4275, 358.6274, 358.8273, 358.9273, 359.1273, 359.3272, 359.5271, 359.7471, 360.4969, 360.5269, 360.7269, 360.8268, 361.0268, 361.5267, 361.6267, 361.9266, 362.2865, 362.5265, 362.6265, 363.0264, 363.2463, 363.3263, 363.7263, 363.8262, 364.2262, 364.3261, 364.4261, 364.5261, 365.026, 365.7259, 365.8258, 366.1258, 366.6257, 366.7656, 366.9256, 367.1256, 367.6255, 368.0254, 368.3253, 368.7452, 369.4251, 369.6251, 370.3249, 370.6249, 370.9248, 372.2146, 372.7245, 373.0244, 374.0242, 374.774, 376.3237, 377.3235, 377.4235, 378.1234, 378.5233, 381.0028, 381.6227, 383.1224, 384.3221, 385.012, 385.222]"
c1ccccc1,C[N+](=O)[O-],"[298.136, 318.1285, 318.1386]"
c1ccccc1,CC#N,"[293.138, 310.75, 310.85, 310.95, 311.15, 311.25, 311.45, 311.55, 311.75, 311.95, 312.35, 312.45, 313.35, 313.45, 313.55, 313.85, 314.05, 314.35, 314.45, 314.75, 315.15, 315.25, 315.45, 315.65, 315.95, 316.05, 316.35, 316.75, 317.05, 317.65, 318.1285, 318.1386, 328.1356, 337.8534, 337.8734, 337.9634, 338.0034, 338.0734, 338.1334, 338.3833, 338.7732, 339.2132, 339.953, 341.3526, 342.8122, 343.1321, 345.0715, 346.1312, 346.3311, 346.531, 346.75, 346.8236, 346.8309, 346.85, 346.9236, 346.9309, 346.95, 347.0236, 347.05, 347.1236, 347.1309, 347.15, 347.2236, 347.25, 347.3236, 347.5307, 347.6236, 347.75, 347.8235, 347.95, 348.0235, 348.0306, 348.3235, 348.35, 348.45, 348.7234, 348.85, 349.1234, 349.1303, 349.2234, 349.25, 349.4302, 349.55, 349.9233, 350.25, 350.4233, 350.65, 350.8232, 351.1297, 351.4232, 351.55, 351.6232, 351.6295, 352.1294, 352.15, 352.5231, 352.6231, 352.65, 353.45, 353.523, 353.5289, 353.7289, 353.85, 354.223]"
c1ccccc1,CCC#N,[318.15]
c1ccccc1,Nc1ccccc1,"[343.124, 355.323, 355.623, 357.123, 357.923, 362.323, 363.123, 367.5234, 370.5237, 372.924, 390.9268, 392.4269, 398.7287, 410.7315, 421.7337, 422.934, 439.3399, 449.1434, 453.6452]"
c1ccccc1,Fc1ccccc1,"[348.1306, 352.5731, 352.893, 352.923, 355.223, 355.543, 355.993, 356.623]"
c1ccccc1,Fc1c(F)c(F)c(F)c(F)c1F,"[302.5, 302.55, 302.65, 302.75, 302.85, 302.95, 303.05, 303.15, 303.35, 303.65, 303.95, 304.25, 304.45, 304.75, 304.95, 305.05, 323.1371, 325.6363, 325.6963, 325.7163, 325.7663, 326.3161, 326.3861, 326.4161, 326.666, 327.1658, 327.2758, 327.3158, 327.5357, 327.5757, 327.5857, 327.6057, 327.6457, 339.793, 339.813, 339.863, 340.133, 340.2629, 340.4329, 340.8627, 340.8827, 340.9127, 341.0827, 341.1626, 341.2126, 341.2326, 343.124, 352.4493, 352.4693, 352.4793, 352.4892, 352.5092, 352.5192, 352.5792, 352.5992, 352.6692, 352.6792, 352.7192, 352.7792, 352.7892, 352.8391, 352.8691, 352.9791, 352.9991, 353.0291, 353.159, 353.279, 353.309, 353.329, 353.339, 353.359, 353.379, 353.399, 353.429, 353.439, 353.4889, 353.5189, 353.5289, 353.5389, 353.5789, 357.75, 357.85, 357.95, 358.05, 358.15, 358.25, 358.45, 358.55, 358.65, 358.7, 358.75, 358.8, 358.85]"
c1ccccc1,O,"[342.42, 342.79, 343.45, 345.17, 346.76, 347.8, 349.29, 349.65, 351.17, 351.53, 355.26, 362.46, 367.6, 370.87]"
c1ccccc1,COC(=O)OC,"[298.15, 313.15, 328.15, 338.15]"
Cc1ccccc1,CCCCCCCCCC,"[383.5723, 393.6703]"
Cc1ccccc1,Cc1cccc(C)c1,"[373.5743, 383.5723, 393.6703]"
Cc1ccccc1,CCCCO,"[333.2943, 339.924, 340.024, 340.074, 340.224, 340.324, 340.474, 341.074, 341.224, 342.424, 343.224, 343.382, 344.8238, 346.1237, 349.3234, 350.9397, 350.9697, 351.1232, 351.1297, 351.1996, 351.5395, 351.7995, 352.0794, 352.1893, 352.6792, 353.269, 353.419, 354.4787, 354.4886, 355.023, 356.9079, 358.2275, 358.573, 358.923, 358.973, 359.123, 359.173, 359.603, 359.773, 360.423, 360.823, 360.9, 361.5, 361.623, 361.6467, 361.7, 361.8, 361.9, 362.623, 363.5, 363.8462, 363.9, 364.1231, 364.3, 364.9, 365.2559, 365.3759, 365.4059, 365.5, 365.5759, 365.6059, 365.8558, 366.0058, 366.0858, 366.3, 366.5057, 366.8234, 366.9656, 367.3, 367.3455, 367.4, 367.4155, 367.5, 367.8, 368.0, 368.1, 368.3, 368.5, 368.5053, 368.5235, 368.9, 369.1352, 369.8, 369.9, 370.6, 370.7348, 370.8238, 371.1238, 371.1738, 371.3, 371.4, 371.4238, 371.5738, 371.6739, 371.7546, 371.9239, 372.0, 372.2239, 373.0, 373.324, 373.4, 373.4243, 373.6241, 373.9, 374.2242, 375.3, 375.3745, 376.6, 376.7, 377.0, 377.2, 377.3, 377.4, 377.7, 377.7249, 378.0, 378.31, 378.4, 378.4251, 378.45, 378.52, 378.6, 378.6251, 378.6751, 378.7, 378.71, 378.7233, 378.7251, 378.77, 378.8232, 378.8251, 378.8752, 378.9252, 379.12, 379.1232, 379.1252, 379.2252, 379.4231, 379.4253, 379.4753, 379.5253, 379.59, 379.6, 379.6253, 379.98, 380.023, 380.0254, 380.123, 380.4, 380.4755, 380.6255, 380.69, 380.7255, 380.86, 381.0228, 381.1, 381.1256, 381.2256, 381.4257, 381.5227, 381.6257, 381.9, 382.0, 382.0226, 382.1258, 382.3258, 382.68, 382.7225, 382.7259, 382.8259, 382.9, 383.3223, 383.6261, 383.7, 383.7223, 384.16, 384.8, 384.8762, 385.122, 385.36, 385.4262, 385.9, 386.0263, 386.2763, 386.5, 386.8216, 387.3, 387.62, 388.7213, 388.76, 389.0766, 389.1766, 389.7211, 390.05, 418.02, 418.05, 418.22, 418.26, 418.47, 418.62, 418.64, 419.06, 419.18, 419.79, 420.0, 420.68, 421.76, 421.85, 422.85, 423.43, 424.09, 425.02, 426.4, 439.83, 439.89, 439.95, 440.28, 440.47, 440.75, 441.25, 441.28, 441.9, 442.38, 442.58, 443.08, 443.14, 443.67, 444.18, 444.44, 446.89, 447.72, 449.22, 451.07, 455.24, 455.34, 455.38, 455.45, 455.64, 455.78, 456.55, 456.56, 457.14, 457.62, 457.96, 458.28, 459.03, 460.53, 463.21, 464.59, 466.21, 467.71, 467.81, 467.83, 467.94, 468.07, 468.27, 468.29, 468.36, 468.75, 468.76, 468.84, 469.51, 469.57, 469.82, 469.89, 470.73, 472.58, 475.13, 480.04, 482.93]"
Cc1ccccc1,Cc1ccccc1N,[383.1224]
Cc1ccccc1,NCCN,"[333.1344, 375.3239, 375.5239, 375.6239, 376.1238, 376.3237, 376.4237, 376.5237, 376.6237, 376.9236, 377.0236, 377.1236, 377.3235, 377.6235, 377.9234, 378.1234, 378.3233, 378.4233, 378.9232, 379.1232, 379.5231, 379.6231, 379.923, 380.223, 380.6229, 380.8228, 380.9228, 381.1228, 381.5227, 382.1226, 382.3225, 383.0224, 385.9218, 386.4217]"
